School,Group,Description,URL,Code,Group_Code,summary
Naveen Jindal School of Management,Operations Research,OPRE 6V90 Individual Study in Operations Management (1-3 semester credit hours) May be individualized study for students pursuing further study of a topic in operations management. Pass/Fail only. May be repeated for credit as topics vary (3 semester credit hours maximum). Additional prerequisites may be required depending on the specific course topic. Department consent required. ([1-3]-0) S,https://catalog.utdallas.edu/2025/graduate/courses/opre6v90,OPRE 6V90,OPRE,"{""course_code"": ""OPRE 6V90"", ""course_title"": ""Individual Study in Operations Management"", ""credit_hours"": ""1-3""}"
Naveen Jindal School of Management,Operations Research,"OPRE 6V98 Supply Chain Management Internship (1-3 semester credit hours) Student gains experience and improves skills through appropriate developmental work assignments in a real business environment. Student must identify and submit specific business learning objectives at the beginning of the semester. The student must demonstrate exposure to the managerial perspective via involvement or observation. At semester end, student prepares an oral or poster presentation, or a written paper reflecting on the work experience. Student performance is evaluated by the work supervisor. Pass/Fail only. May be repeated for credit as topics vary (3 semester credit hours maximum). Prerequisites: ( MAS 6102 or MBA major) and department consent required. ([1-3]-0) S",https://catalog.utdallas.edu/2025/graduate/courses/opre6v98,OPRE 6V98,OPRE,"{""course_code"": ""OPRE 6V98"", ""course_title"": ""Supply Chain Management Internship"", ""credit_hours"": ""1-3""}"
Naveen Jindal School of Management,Operations Research,OPRE 6V99 Special Topics in Operations Research (1-6 semester credit hours) May be repeated for credit as topics vary (6 semester credit hours maximum). Additional prerequisites may be required depending on the specific course topic. Department consent required. ([1-6]-0) R,https://catalog.utdallas.edu/2025/graduate/courses/opre6v99,OPRE 6V99,OPRE,"{""course_code"": ""OPRE 6V99"", ""course_title"": ""Special Topics in Operations Research"", ""credit_hours"": ""1-6""}"
Naveen Jindal School of Management,Operations Research,"OPRE 7051 Seminar in Operations Management (0 semester credit hours) The seminar covers topics of current research in the area of Operations Management. Research papers on a variety of topics are presented including supply chain management, inventory models, production planning and control, decision and risk analysis and behavioral operations management. Pass/Fail only. May be repeated for credit as topics may vary in coordination with OPRE 7351 . Additional prerequisites may be required depending on the specific course topic. Instructor consent required. (3-0) Y",https://catalog.utdallas.edu/2025/graduate/courses/opre7051,OPRE 7051,OPRE,"{""course_code"": ""OPRE 7051"", ""course_title"": ""Seminar in Operations Management"", ""credit_hours"": ""0""}"
Naveen Jindal School of Management,Operations Research,"OPRE 7309 Behavioral Operations Management (3 semester credit hours) This course covers various topics in behavioral operations management including introduction to using laboratory experiments in operations, individual decisions, supply chain contracts and behavioral marked design in a seminar format. The main goal of the course is to expose students to behavioral research and gain deeper understanding of the limitations of the standard operations management paradigm. The main deliverable in the course will be a proposal for a laboratory study, including hypotheses, treatments and factors. Those who wish to pursue this research further will have an opportunity to conduct their studies with human subjects. (3-0) R",https://catalog.utdallas.edu/2025/graduate/courses/opre7309,OPRE 7309,OPRE,"{""course_code"": ""OPRE 7309"", ""course_title"": ""Behavioral Operations Management"", ""credit_hours"": ""3""}"
Naveen Jindal School of Management,Operations Research,"OPRE 7310 Probability and Stochastic Processes (3 semester credit hours) Basic concepts and methods from probability theory that are useful in the modeling of complex systems. Topics include Poisson and renewal processes, discrete and continuous-time Markov chains, semi-Markov processes, and various concepts of stochastic ordering. Instructor consent required. (3-0) F",https://catalog.utdallas.edu/2025/graduate/courses/opre7310,OPRE 7310,OPRE,"{""course_code"": ""OPRE 7310"", ""course_title"": ""Probability and Stochastic Processes"", ""credit_hours"": ""3""}"
Naveen Jindal School of Management,Operations Research,"OPRE 7311 Stochastic Models in Operations Research (3 semester credit hours) This course is a systematic study of important classes of stochastic models in operation research. Topics include renewal theory, Markov chains, semi-Markov processes, queuing models, stochastic ordering concepts, and Brownian motion. Instructor consent required. (3-0) P",https://catalog.utdallas.edu/2025/graduate/courses/opre7311,OPRE 7311,OPRE,"{""course_code"": ""OPRE 7311"", ""course_title"": ""Stochastic Models in Operations Research"", ""credit_hours"": ""3 semester credit hours""}"
Naveen Jindal School of Management,Operations Research,"OPRE 7318 ( FIN 7318 and MATH 7318 ) Stochastic Dynamic Programming (3 semester credit hours) Stochastic Dynamic Programming (SDP) is a general methodology which plays an essential role in many areas of economics and management science. The course provides students with a solid background on SDP, the core theory and its evolution and applications. The course discusses many models, particularly in finance and operations management, as well as additional concepts such as principal-agent concepts for dynamic systems. Instructor consent required. (3-0) T",https://catalog.utdallas.edu/2025/graduate/courses/opre7318,OPRE 7318,OPRE,"{""course_code"": ""OPRE 7318"", ""course_title"": ""Stochastic Dynamic Programming"", ""credit_hours"": ""3""}"
Naveen Jindal School of Management,Operations Research,"OPRE 7320 Optimal Control Theory and Applications (3 semester credit hours) This course is an introduction to Optimal Control Theory and a survey of its selected applications in finance, production, marketing and economics. Relationships to dynamic programming and Kuhn-Tucker conditions are also pointed out. emphasis is on modeling and not on mathematical rigor. Students should have two semesters of calculus including some knowledge of differential equations and linear algebra or instructor consent required. (3-0) T",https://catalog.utdallas.edu/2025/graduate/courses/opre7320,OPRE 7320,OPRE,"{""course_code"": ""OPRE 7320"", ""course_title"": ""Optimal Control Theory and Applications"", ""credit_hours"": ""3""}"
Naveen Jindal School of Management,Operations Research,"OPRE 7330 Deterministic Models in Operations Research (3 semester credit hours) Topics include linear programming, sensitivity analysis and duality, assignment problems, network models, integer programming, nonlinear programming, sequencing and scheduling models. (3-0) R",https://catalog.utdallas.edu/2025/graduate/courses/opre7330,OPRE 7330,OPRE,"{""course_code"": ""OPRE 7330"", ""course_title"": ""Deterministic Models in Operations Research"", ""credit_hours"": ""3""}"
Naveen Jindal School of Management,Operations Research,"OPRE 7343 Modern Machine Learning Methods (3 semester credit hours) The increasing availability of data provides firms substantial opportunities to leverage modern machine learning methods to inform decision making. This course provides a rigorous introduction to the most commonly used machine learning methods. Emphasis will be on understanding the mathematical and technical aspects behind the algorithms, but students will also implement some of the algorithms (in a programming language of their choice) to gain hands-on experience in applying the learnt methods on real datasets. Topics include classification and regression, clustering, ensemble learning, dimensionality reduction, and deep learning. Instructor consent required. (3-0) P",https://catalog.utdallas.edu/2025/graduate/courses/opre7343,OPRE 7343,OPRE,"{""course_code"": ""OPRE 7343"", ""course_title"": ""Modern Machine Learning Methods"", ""credit_hours"": ""3""}"
Naveen Jindal School of Management,Operations Research,"OPRE 7351 Seminar in Operations Management (3 semester credit hours) This seminar covers current research in operations management. Research papers are presented on various topics, including supply chain management, inventory models, production planning and control, health care, decision and risk analysis, machine learning and AI. Pass/Fail only. May be repeated for credit as topics vary (24 semester credit hours maximum). Instructor consent required. (3-0) S",https://catalog.utdallas.edu/2025/graduate/courses/opre7351,OPRE 7351,OPRE,"{""course_code"": ""OPRE 7351"", ""course_title"": ""Seminar in Operations Management"", ""credit_hours"": ""3""}"
Naveen Jindal School of Management,Operations Research,"OPRE 7353 Optimization (3 semester credit hours) The course covers the fundamentals of optimization theory and introduces linear algebra and real analysis. Topics include the existence of an optimal solution, unconstrained and constrained optima, convexity and quasi-convexity, and linear programming. Instructor consent required. (3-0) F",https://catalog.utdallas.edu/2025/graduate/courses/opre7353,OPRE 7353,OPRE,"{""course_code"": ""OPRE 7353"", ""course_title"": ""Optimization"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Public Affairs/Administration,PA 6300 Quality and Productivity Improvement in Government (3 semester credit hours) Examines the implications and challenges of improving public sector quality and productivity. Provides practical methods for improving government productivity and quality efforts. Provides tools for measuring performance and for managing performance. (3-0) R,https://catalog.utdallas.edu/2025/graduate/courses/pa6300,PA 6300,PA,"{""course_code"": ""PA 6300"", ""course_title"": ""Quality and Productivity Improvement in Government"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Public Affairs/Administration,"PA 6311 Public Management (3 semester credit hours) The application of ideas and techniques of public management and decision-making to examine the various roles of the general manager in public organizations. This course will introduce students to the fundamentals of public management as a field of academic study. Further, the course will define public management at all levels of government, and offer insightful analysis of issues encountered. Utilizes the case method. (3-0) S",https://catalog.utdallas.edu/2025/graduate/courses/pa6311,PA 6311,PA,"{""course_code"": ""PA 6311"", ""course_title"": ""Public Management"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Public Affairs/Administration,"PA 6313 Public Policymaking and Institutions (3 semester credit hours) Surveys the major institutions associated with policymaking, including Congress, the Presidency, the bureaucracy, and interest groups. These institutions are studied by linking them to the decision-making theories of organizations, social choice and incrementalism. (3-0) S",https://catalog.utdallas.edu/2025/graduate/courses/pa6313,PA 6313,PA,"{""course_code"": ""PA 6313"", ""course_title"": ""Public Policymaking and Institutions"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Public Affairs/Administration,"PA 6314 ( SOC 6316 ) Policy Analysis (3 semester credit hours) This course introduces students to policy analysis, exploring approaches and providing tools to analyze contemporary policy questions at various levels of governance. (3-0) R",https://catalog.utdallas.edu/2025/graduate/courses/pa6314,PA 6314,PA,"{""course_code"": ""PA 6314"", ""course_title"": ""Policy Analysis"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Public Affairs/Administration,"PA 6315 ( SOC 6315 ) Evaluating Program and Organizational Performance (3 semester credit hours) Techniques and analytical methods of assessing governmental and nonprofit program and policy success. Emphasis is placed on strategies for impact assessment, measuring efficiency, examining short-term and long-term consequences, identifying both intended and unintended impacts, and the social, political and ethical context of evaluation. (3-0) Y",https://catalog.utdallas.edu/2025/graduate/courses/pa6315,PA 6315,PA,"{""course_code"": ""PA 6315"", ""course_title"": ""Evaluating Program and Organizational Performance"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Public Affairs/Administration,PA 6316 Leadership in Public and Nonprofit Management (3 semester credit hours) This course will examine the major theories and practices of leadership in public and nonprofit organizations. Effective leaders from public and nonprofit organizations will speak to the class about the challenges of leading in complex environments. (3-0) R,https://catalog.utdallas.edu/2025/graduate/courses/pa6316,PA 6316,PA,"{""course_code"": ""PA 6316"", ""course_title"": ""Leadership in Public and Nonprofit Management"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Public Affairs/Administration,"PA 6318 Information Systems in Policy Environments (3 semester credit hours) Overview of the technology, role and management of computer-based information systems in policy environments. Provides the managerial foundation for effective decision-making with respect to information technology implementation in public organizations. (3-0) R",https://catalog.utdallas.edu/2025/graduate/courses/pa6318,PA 6318,PA,"{""course_code"": ""PA 6318"", ""course_title"": ""Information Systems in Policy Environments"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Public Affairs/Administration,"PA 6319 Topics in Public Affairs (3 semester credit hours) Topics may include areas related to environmental policy, health policy, and immigration policy and reform. May be repeated for credit as topics vary (6 semester credit hours maximum). (3-0) S",https://catalog.utdallas.edu/2025/graduate/courses/pa6319,PA 6319,PA,"{""course_code"": ""PA 6319"", ""course_title"": ""Topics in Public Affairs"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Public Affairs/Administration,"PA 6320 Organizational Theory (3 semester credit hours) This course provides a survey of theory and empirical research on organizations, with a focus on key organizational functions and ways of defining, understanding and responding to organizational problems. Focuses on bureaucracy and rationality, formal and informal structures, and the role of the environment. Organizational factors such as technology, power, information, and culture, as well as the implications of organizational theory for public policy are examined. (3-0) S",https://catalog.utdallas.edu/2025/graduate/courses/pa6320,PA 6320,PA,"{""course_code"": ""PA 6320"", ""course_title"": ""Organizational Theory"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Public Affairs/Administration,"PA 6321 Government Financial Management and Budgeting (3 semester credit hours) Management of government finances, including revenue collection and enforcement, cash and debt management, investments, general and special funds, controllership, financial and program audits, purchasing, financial reporting, managerial use of governmental accounting systems, GAO and professional accounting standards. (3-0) Y",https://catalog.utdallas.edu/2025/graduate/courses/pa6321,PA 6321,PA,"{""course_code"": ""PA 6321"", ""course_title"": ""Government Financial Management and Budgeting"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Public Affairs/Administration,"PA 6322 Negotiations for Effective Management (3 semester credit hours) Students in this courses will learn about negotiations, principally in the public sector, and will develop and practice skills to become more proficient negotiators and more effective managers. The course will be a combination of learning about negotiations and participating in exercises and simulated negotiations. The exercises and simulations reinforce theories about the role of negotiations in effective management and enable students to develop their own negotiation skills. (3-0) R",https://catalog.utdallas.edu/2025/graduate/courses/pa6322,PA 6322,PA,"{""course_code"": ""PA 6322"", ""course_title"": ""Negotiations for Effective Management"", ""credit_hours"": ""3 semester credit hours""}"
"School of Economic, Political and Policy Sciences",Public Affairs/Administration,"PA 6324 Urban Planning (3 semester credit hours) This course examines local issues involving growth and development on the local level of government. Specifically, it examines land use planning, zoning, subdivision regulations, and the processes that are involved with these issues. (3-0) R",https://catalog.utdallas.edu/2025/graduate/courses/pa6324,PA 6324,PA,"{""course_code"": ""PA 6324"", ""course_title"": ""Urban Planning"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Public Affairs/Administration,PA 6326 Decision Tools for Managers (3 semester credit hours) This course introduces students to the variety of analytical and mathematical tools intended to improve management decision-making. Cognitive failures in decision-making and remedies are also explored. Tools range from systems analysis to techniques of management science. Uses available software for management science studies. (3-0) Y,https://catalog.utdallas.edu/2025/graduate/courses/pa6326,PA 6326,PA,"{""course_code"": ""PA 6326"", ""course_title"": ""Decision Tools for Managers"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Public Affairs/Administration,"PA 6334 Ethics, Culture and Public Responsibility (3 semester credit hours) This course provides a general consideration of traditions of ethical thought, the interactions between personal behavior and cultural groups/norms and the implementation of public responsibility. Topics to be considered will include tensions between personal and collective goals, the nature and limits of tolerance, and the role of institutions such as the family, government, business, churches and interest groups. (3-0) R",https://catalog.utdallas.edu/2025/graduate/courses/pa6334,PA 6334,PA,"{""course_code"": ""PA 6334"", ""course_title"": ""Ethics, Culture and Public Responsibility"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Public Affairs/Administration,"PA 6335 Resource Development for Nonprofit Organizations (3 semester credit hours) This course examines sources of revenue for nonprofit organizations. Specific topics include fundraising, grant writing, and donor dynamics. The course is designed to prepare the student to work effectively as a member of a fundraising team - either as staff or volunteer board member. (3-0) R",https://catalog.utdallas.edu/2025/graduate/courses/pa6335,PA 6335,PA,"{""course_code"": ""PA 6335"", ""course_title"": ""Resource Development for Nonprofit Organizations"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Public Affairs/Administration,"PA 6342 ( ECON 6372 ) Local Economic Development (3 semester credit hours) This class will examine the role of local governments in promoting economic development in the United States, and will analyze the economic development process. Attention will be given to economic theories of local development and practical implications of those theories. Topics include local economic development and poverty, tax incentives, infrastructure credits, firm location decisions and effects of government competition for economic activity. (3-0) Y",https://catalog.utdallas.edu/2025/graduate/courses/pa6342,PA 6342,PA,"{""course_code"": ""PA 6342"", ""course_title"": ""Local Economic Development"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Public Affairs/Administration,"PA 6344 Local Government Management (3 semester credit hours) This course examines structure of local governments, the roles of key elected and appointed officials, and numerous issues and problems that local government managers and policymakers face. It also presents for discussion and study some of the best management practices that local government managers use in achieving effective and efficient delivery of services. There is a focus on local government management in the Dallas metro area through interaction with elected and appointed officials. (3-0) Y",https://catalog.utdallas.edu/2025/graduate/courses/pa6344,PA 6344,PA,"{""course_code"": ""PA 6344"", ""course_title"": ""Local Government Management"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Public Affairs/Administration,"PA 6345 Human Resources Management (3 semester credit hours) Examines theories, principles, and practices of human resources management in public organizations. Explores implications of social and administrative values as expressed in current human resource policies. Attention will be given to the legal, ethical, and cultural environment under which human resource management operates. Topics include selection, hiring, training, compensating, motivating employees, and creating inclusive workplaces. Students will learn about the emerging trends and practices that will affect the way organizations manage their human resources with special emphasis on strategic human resource management and information systems. (3-0) S",https://catalog.utdallas.edu/2025/graduate/courses/pa6345,PA 6345,PA,"{""course_code"": ""PA 6345"", ""course_title"": ""Human Resources Management"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Public Affairs/Administration,"PA 6347 Capital Budgeting and Debt Administration (3 semester credit hours) The course offers an in-depth overview of the decisions and processes involved in purchasing capital assets by U.S local governments and other entities that issue capital debt for public purposes. It covers topics related to the management of capital expenditures including the creation of capital budgets, the debt issuance process, options in structuring capital debt, and issues involved in the management of capital improvements or rehabilitation of physical assets to extend their useful life. The course provides students with hands-on experience of creating and analyzing debt service schedules and concludes with an applied project. Prerequisite: EPPS 6313 . (3-0) R",https://catalog.utdallas.edu/2025/graduate/courses/pa6347,PA 6347,PA,"{""course_code"": ""PA 6347"", ""course_title"": ""Capital Budgeting and Debt Administration"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Public Affairs/Administration,PA 6348 Navigating the Public Service Workplace (3 semester credit hours) The governmental workplace is often a complicated work environment with numerous stakeholders. This practical course explores the challenges that public managers face at all levels of government in having successful careers. (3-0) Y,https://catalog.utdallas.edu/2025/graduate/courses/pa6348,PA 6348,PA,"{""course_code"": ""PA 6348"", ""course_title"": ""Navigating the Public Service Workplace"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Public Affairs/Administration,"PA 6349 Case Study: Policy Management in Seoul (3 semester credit hours) This course provides a unique opportunity to develop an understanding and appreciation for public policy implementation and management in an international context, Students will engage the policy formulation and change literatures to evaluate Seoul, Korea's municipal government process, procedures, and policy decisions as they pertain to a series of functional policy problems. A field trip to Seoul, Korea is required. Instructor consent required. (3-0) Y",https://catalog.utdallas.edu/2025/graduate/courses/pa6349,PA 6349,PA,"{""course_code"": ""PA 6349"", ""course_title"": ""Case Study: Policy Management in Seoul"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Public Affairs/Administration,"PA 6350 Governmental and Nonprofit Reporting and Financial Statement Analysis (3 semester credit hours) This course examines the fundamental techniques of financial statement analysis and their application to strategic planning and decision making. The course covers the analysis and interpretation of financial information including the balance sheet, income statement, and statement of cash flows. (3-0) R",https://catalog.utdallas.edu/2025/graduate/courses/pa6350,PA 6350,PA,"{""course_code"": ""PA 6350"", ""course_title"": ""Governmental and Nonprofit Reporting and Financial Statement Analysis"", ""credit_hours"": ""3 semester credit hours""}"
"School of Economic, Political and Policy Sciences",Public Affairs/Administration,"PA 6351 ( CRIM 6351 ) Introduction to Homeland Security (3 semester credit hours) This course provides a comprehensive overview of the structure of Homeland Security, its origins and developing trends and challenges. Selected material from Congress, Federal Emergency Management Agency, Department of Justice, local, state, and other government and non-government agencies will be studied. Examines both historical and contemporary Homeland Defense and Security issues. (3-0) R",https://catalog.utdallas.edu/2025/graduate/courses/pa6351,PA 6351,PA,"{""course_code"": ""PA 6351"", ""course_title"": ""Introduction to Homeland Security"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Public Affairs/Administration,"PA 6353 Emergency Management (3 semester credit hours) This course examines issues related to the management of emergencies including discussion of emergency preparedness, emergency mitigation, and emergency response. The course will also discuss the interplay of local, state, and federal actors in emergency response as well as the role of government, private, and nonprofit organizations in emergency response. (3-0) R",https://catalog.utdallas.edu/2025/graduate/courses/pa6353,PA 6353,PA,"{""course_code"": ""PA 6353"", ""course_title"": ""Emergency Management"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Public Affairs/Administration,"PA 6369 Grant Writing and Management (3 semester credit hours) This course provides the skills and knowledge to seek, solicit, and receive grant awards from foundation and government sources to support public and nonprofit programs and projects. Also covered are the skill sets necessary to manage grants effectively to provide the greatest value to your organization and to the granting agency. (3-0) R",https://catalog.utdallas.edu/2025/graduate/courses/pa6369,PA 6369,PA,"{""course_code"": ""PA 6369"", ""course_title"": ""Grant Writing and Management"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Public Affairs/Administration,"PA 6370 Project and Contract Management (3 semester credit hours) This course examines issues related to the management of large projects with particular attention to the management of contracts and grants to third parties. This course will discuss the justifications for contracting out public work, methods of oversight of contracts, and the steps in planning these large projects. The course will also discuss the implications of project planning for grant writing. (3-0) T",https://catalog.utdallas.edu/2025/graduate/courses/pa6370,PA 6370,PA,"{""course_code"": ""PA 6370"", ""course_title"": ""Project and Contract Management"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Public Affairs/Administration,"PA 6374 Financial Management for Nonprofit Organizations (3 semester credit hours) This course introduces the basic concepts of third sector financial literacy. Curriculum includes financial planning and budgeting, monitoring of contracts and grants and reporting mechanisms. (3-0) T",https://catalog.utdallas.edu/2025/graduate/courses/pa6374,PA 6374,PA,"{""course_code"": ""PA 6374"", ""course_title"": ""Financial Management for Nonprofit Organizations"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Public Affairs/Administration,"PA 6382 ( SOC 6381 ) Nonprofit Management (3 semester credit hours) This course examines issues, strategies, and techniques related to executive leadership and management in nonprofit organizations. (3-0) S",https://catalog.utdallas.edu/2025/graduate/courses/pa6382,PA 6382,PA,"{""course_code"": ""PA 6382"", ""course_title"": ""Nonprofit Management"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Public Affairs/Administration,"PA 6386 ( SOC 6386 ) Diversity, Equity and Inclusion in Organizations (3 semester credit hours) This course provides the skills and knowledge necessary to manage increasingly diverse workforces in the public and nonprofit sectors. A significant portion of the course will focus on diversity in the workplace, with particular attention given to discrimination, strategies for developing equitable and inclusive public and nonprofit organizations, and the need for cultural competency among public administrators. (3-0) T",https://catalog.utdallas.edu/2025/graduate/courses/pa6386,PA 6386,PA,"{""course_code"": ""PA 6386"", ""course_title"": ""Diversity, Equity and Inclusion in Organizations"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Public Affairs/Administration,PA 6387 Strategic Planning for Nonprofit (3 semester credit hours) This course provides an introduction to the strategic planning process for nonprofit managers or those interested in the practical aspects of nonprofit management. (3-0) Y,https://catalog.utdallas.edu/2025/graduate/courses/pa6387,PA 6387,PA,"{""course_code"": ""PA 6387"", ""course_title"": ""Strategic Planning for Nonprofit"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Public Affairs/Administration,PA 6388 Readings in Public Affairs (3 semester credit hours) Individual directed reading and writing course in selected topics in public administration and public policy. May be repeated for credit (6 semester credit hours maximum). Instructor consent required. (3-0) R,https://catalog.utdallas.edu/2025/graduate/courses/pa6388,PA 6388,PA,"{""course_code"": ""PA 6388"", ""course_title"": ""Readings in Public Affairs"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Public Affairs/Administration,"PA 6389 Volunteer Management (3 semester credit hours) Volunteers contribute greatly to social service delivery not only in the nonprofit sector but also in government. It is estimated that about a quarter of the adult population contributes nearly 7 billion volunteer hours to various charitable and public organizations annually. Given the significant role of volunteers, it is critical to understand why people volunteer and how to manage these individuals in an organizational setting. In this course, students will learn about the different characteristics and motivations of volunteers; understand the role of volunteers in American society; explore the unique aspects of volunteer management; gain skills for training, screening, and placing volunteers; and identify strategies for supporting the retention and recognition of volunteers. (3-0) T",https://catalog.utdallas.edu/2025/graduate/courses/pa6389,PA 6389,PA,"{""course_code"": ""PA 6389"", ""course_title"": ""Volunteer Management"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Public Affairs/Administration,PA 6391 Nonprofit Marketing and Communication (3 semester credit hours) This course will survey the current and emerging communication tools and technologies employed by nonprofit and public sector managers. Emphasis is placed on the use and understanding of digital marketing campaigns and the web-based analytic tools for evaluating the effectiveness of digital marketing campaigns such as return on investment and incremental cost. (3-0) R,https://catalog.utdallas.edu/2025/graduate/courses/pa6391,PA 6391,PA,"{""course_code"": ""PA 6391"", ""course_title"": ""Nonprofit Marketing and Communication"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Public Affairs/Administration,PA 6399 Capstone in Public Affairs (3 semester credit hours) The capstone in public affairs is the culminating experience for graduating MPA students. Students integrate knowledge from across the MPA curriculum in a faculty-directed semester-long applied research project. This class should be taken your last semester in the program or the spring semester if you graduate in the summer. (3-0) S,https://catalog.utdallas.edu/2025/graduate/courses/pa6399,PA 6399,PA,"{""course_code"": ""PA 6399"", ""course_title"": ""Capstone in Public Affairs"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Public Affairs/Administration,PA 6V01 Independent Study (1-6 semester credit hours) Students will work with a faculty member to develop an individualized course of study relevant to public affairs. Pass/Fail only. May be repeated for credit (6 semester credit hours maximum). Instructor consent required. ([1-6]-0) S,https://catalog.utdallas.edu/2025/graduate/courses/pa6v01,PA 6V01,PA,"{""course_code"": ""PA 6V01"", ""course_title"": ""Independent Study"", ""credit_hours"": ""1-6""}"
"School of Economic, Political and Policy Sciences",Public Affairs/Administration,PA 6V97 Internship (1-6 semester credit hours) Provides faculty supervision for a student's internship. Internships must be related to the student's coursework. Pass/Fail only. May be repeated for credit (6 semester credit hours maximum). Instructor consent required. ([1-6]-0) S,https://catalog.utdallas.edu/2025/graduate/courses/pa6v97,PA 6V97,PA,"{""course_code"": ""PA 6V97"", ""course_title"": ""Internship"", ""credit_hours"": ""1-6""}"
"School of Economic, Political and Policy Sciences",Public Affairs/Administration,PA 7305 Leadership and Change in Public and Nonprofit Organizations (3 semester credit hours) This course examines the range of contemporary theories of leadership and change in public/nonprofit settings. Examines the set of actions and behaviors requisite for leading contemporary organizations and provides applied tools for enacting change and adapting models of change to varied organizational settings. (3-0) Y,https://catalog.utdallas.edu/2025/graduate/courses/pa7305,PA 7305,PA,"{""course_code"": ""PA 7305"", ""course_title"": ""Leadership and Change in Public and Nonprofit Organizations"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Public Affairs/Administration,"PA 7306 Foundations of Public Affairs (3 semester credit hours) This course offers an encompassing overview of the intellectual history of public administration, including the theories, practices, and debates fundamental to the evolution of the field from its inception to the present. (3-0) Y",https://catalog.utdallas.edu/2025/graduate/courses/pa7306,PA 7306,PA,"{""course_code"": ""PA 7306"", ""course_title"": ""Foundations of Public Affairs"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Public Affairs/Administration,"PA 7314 Advanced Policy Process, Implementation and Evaluation (3 semester credit hours) This advanced seminar provides in-depth introduction to central theories of the policy process, implementation and evaluation, reviews classic and contemporary literature in the field, and introduces students to key approaches to public policy research. (3-0) Y",https://catalog.utdallas.edu/2025/graduate/courses/pa7314,PA 7314,PA,"{""course_code"": ""PA 7314"", ""course_title"": ""Advanced Policy Process, Implementation and Evaluation"", ""credit_hours"": ""3 semester credit hours""}"
"School of Economic, Political and Policy Sciences",Public Affairs/Administration,"PA 7320 Advanced Human Capital Research and Theory (3 semester credit hours) This advanced seminar reviews the classic and contemporary literature on human resources management and related issues, presents key theories and explores key approaches to human capital research and analysis, and explores contemporary issues of human capital development in the public/nonprofit sectors. (3-0) Y",https://catalog.utdallas.edu/2025/graduate/courses/pa7320,PA 7320,PA,"{""course_code"": ""PA 7320"", ""course_title"": ""Advanced Human Capital Research and Theory"", ""credit_hours"": ""3""}"
"School of Economic, Political and Policy Sciences",Public Affairs/Administration,"PA 7330 Research Design in Public Affairs (3 semester credit hours) This course reviews a variety of applied research techniques aimed at enhancing analysis of intra-organizational and extra-organizational settings. Both qualitative and quantitative techniques will be explored and applied. Techniques range from ethnographic analysis of organizational and social cultures to development of survey research methods for needs assessment, environmental sensing, and marketing. Prerequisite: EPPS 6313 or equivalent or instructor consent required. (3-0) Y",https://catalog.utdallas.edu/2025/graduate/courses/pa7330,PA 7330,PA,"{""course_code"": ""PA 7330"", ""course_title"": ""Research Design in Public Affairs"", ""credit_hours"": ""3""}"
